x,y,label,img_path
7.755499,-8.907107,"['parkinglot', 'highway', 'residential', 'school', 'river', 'cemetery', 'park', 'dam', 'swimming', 'bridge', 'soccer', 'forest', 'warehouse', 'office', 'garden', 'railroad']",assets/00455_43.676226_-72.309592_8_19_27_37_34.png
-21.532785,-10.326658,"['tennis', 'highway', 'park', 'airport', 'parkinglot', 'bridge', 'baseball', 'residential', 'religious', 'railroad']",assets/00016_34.476362_-93.088042_0_15_8_12_27.png
19.362783,-17.441236,"['residential', 'forest', 'pond', 'highway', 'parkinglot', 'garage']",assets/01335_44.933979_-72.50247_19_24.png
4.944699,-4.0063334,"['residential', 'highway', 'parkinglot', 'university', 'baseball', 'amfootball', 'soccer', 'tennis', 'warehouse', 'cemetery', 'religious', 'forest', 'supermarket', 'roundabout', 'office', 'park', 'railroad', 'garden', 'wetland', 'pond', 'bridge', 'swimming', 'commercialarea', 'river']",assets/01371_44.012835_-73.173404_19_8_37_24.png
7.423064,0.43252337,"['residential', 'river', 'railroad', 'highway', 'baseball', 'parkinglot', 'cemetery', 'school', 'religious', 'park', 'bridge', 'swimming', 'tennis', 'pond']",assets/01613_44.993143_-72.674431_19_37_18.png
2.1127534,-12.517998,"['farmland', 'railroad', 'wetland', 'parkinglot', 'beach', 'park', 'forest', 'tennis', 'cemetery', 'soccer', 'school', 'river', 'naturereserve', 'highway']",assets/01835_44.95473_-72.215966_22_26.png
11.425199,-5.0190687,"['residential', 'religious', 'parkinglot', 'cemetery', 'highway', 'railroad', 'office', 'park', 'school', 'supermarket', 'commercialarea', 'baseball', 'forest', 'bridge', 'river']",assets/01624_44.43061_-72.008963_19_24.png
-11.834395,-7.042852,"['baseball', 'cemetery', 'highway', 'park', 'supermarket']",assets/02078_35.077421_-92.213695_12_4_27.png
-11.779055,11.071533,"['religious', 'swimming', 'residential', 'highway', 'park', 'pond', 'supermarket', 'parkinglot', 'school']",assets/02998_36.151217_-94.125317_18_19_37.png
-15.144297,-3.8389816,"['cemetery', 'highway', 'parkinglot', 'river', 'sand', 'railroad', 'golf']",assets/00588_36.413895_-90.577363_4_36.png
-7.991464,-9.420294,"['tennis', 'forest', 'highway', 'residential', 'religious', 'parkinglot', 'park', 'baseball', 'bridge', 'lake', 'cemetery', 'pond', 'swimming']",assets/00074_35.316192_-93.139275_0_27_12.png
-13.720562,-5.562282,"['parkinglot', 'warehouse', 'highway', 'residential', 'religious', 'sand', 'commercialarea', 'school', 'baseball', 'swimming', 'park', 'amfootball', 'soccer', 'forest', 'farmland', 'supermarket', 'railroad']",assets/01009_36.190772_-90.380156_8_37_28_9_3_22_19.png
0.6252633,6.3848352,"['parkinglot', 'highway', 'wetland', 'forest', 'cemetery', 'residential', 'garden', 'tennis', 'pond', 'sand', 'golf', 'railroad', 'swimming', 'school', 'religious', 'commercialarea', 'beach', 'supermarket', 'soccer', 'roundabout', 'river', 'bridge', 'park']",assets/00615_43.166328_-73.061851_8_6_24_34_19.png
-23.494621,-13.019702,"['parkinglot', 'airport', 'highway', 'bridge', 'garage', 'pond', 'forest']",assets/00738_36.274652_-94.296149_8_15_37_5.png
-18.643747,8.66777,"['tennis', 'residential', 'swimming', 'highway', 'farmland', 'railroad', 'pond', 'office', 'park', 'skate', 'parkinglot', 'religious', 'baseball', 'amfootball', 'airport']",assets/00035_35.812558_-90.654992_0_27_1_37.png
-20.206963,-9.259999,"['bridge', 'golf', 'farmland', 'railroad', 'parkinglot', 'park', 'swimming', 'highway', 'religious', 'residential', 'pond', 'airport', 'wetland', 'supermarket', 'commercialarea', 'garden']",assets/02939_36.35373_-94.220277_17_27_39.png
18.852678,-4.2346797,"['baseball', 'residential', 'highway', 'railroad', 'swimming', 'river', 'parkinglot', 'bridge', 'cemetery', 'religious', 'farmland', 'forest', 'park', 'commercialarea', 'soccer', 'pond']",assets/00987_44.170902_-72.647028_12_19_24_27_29.png
18.657373,-4.55434,"['park', 'residential', 'highway', 'railroad', 'swimming', 'river', 'parkinglot', 'bridge', 'cemetery', 'religious', 'farmland', 'forest', 'commercialarea', 'baseball', 'soccer', 'pond']",assets/02970_44.170777_-72.647178_27_12_19_24_29.png
15.326498,1.875972,"['forest', 'highway', 'wetland']",assets/02705_44.418064_-71.925731_24_37.png
16.400093,-2.2174199,"['park', 'highway', 'forest', 'cemetery', 'religious', 'bridge', 'parkinglot', 'school', 'commercialarea', 'wetland']",assets/02942_43.712072_-73.019179_27_24.png
21.714668,2.8520634,"['forest', 'residential', 'equestrian', 'pond', 'railroad', 'highway', 'parkinglot', 'naturereserve']",assets/02312_44.564482_-73.133837_24_19.png
26.322226,0.5326753,"['residential', 'supermarket', 'parkinglot', 'highway', 'cemetery']",assets/01435_44.375541_-73.126105_19_37.png
-13.628544,2.4901476,"['tennis', 'pond', 'baseball', 'forest', 'highway', 'parkinglot', 'supermarket', 'school', 'park', 'railroad']",assets/00149_34.601039_-92.494583_0_8_12_37_10.png
-19.523806,-1.4424033,"['parkinglot', 'office', 'highway', 'supermarket', 'park', 'railroad', 'commercialarea', 'baseball', 'warehouse', 'school', 'residential', 'religious', 'skate', 'soccer']",assets/01312_36.341915_-94.119504_8_37_29_12_27.png
22.849245,2.0135074,"['residential', 'railroad', 'forest', 'river', 'highway', 'cemetery']",assets/01586_44.765334_-71.645854_19_24_37.png
18.25642,3.0285125,"['pond', 'highway', 'bridge', 'park', 'dam', 'parkinglot', 'residential', 'river', 'railroad', 'wetland', 'golf', 'sand', 'tennis', 'baseball', 'religious', 'school']",assets/01190_43.995508_-72.125856_14_6.png
1.9346534,-6.210517,"['sand', 'bridge', 'park', 'river', 'swimming', 'baseball', 'parkinglot', 'pond', 'golf', 'dam']",assets/03214_43.628715_-72.992327_28_27_6.png
24.025394,-1.0285282,"['forest', 'highway', 'residential', 'pond', 'swimming', 'farmland', 'river', 'cemetery', 'tennis']",assets/02485_44.573891_-72.862655_24_37_19_14_4.png
14.156743,-7.2703495,"['cemetery', 'forest', 'residential', 'pond', 'highway', 'railroad', 'parkinglot', 'farmland', 'bridge', 'river', 'wetland', 'park', 'baseball', 'amfootball', 'soccer', 'tennis', 'school']",assets/00236_44.257841_-72.597082_4_24_37.png
21.987638,-1.4060771,"['pond', 'parkinglot', 'forest', 'bridge', 'warehouse', 'highway', 'golf', 'wetland', 'railroad', 'river']",assets/01144_43.199937_-72.501484_14_6_24_39.png
3.091636,7.5427065,"['sand', 'pond', 'highway', 'wetland', 'river', 'railroad', 'forest', 'residential', 'cemetery', 'dam', 'garden', 'tennis', 'parkinglot', 'golf', 'school', 'amfootball', 'religious', 'swimming', 'commercialarea', 'bridge']",assets/03014_43.156413_-73.066001_28_6.png
-12.590182,-1.8079126,"['baseball', 'highway', 'amfootball', 'parkinglot', 'park', 'skate', 'bridge', 'sand', 'religious', 'forest', 'golf', 'river']",assets/02084_35.595275_-92.454258_12_37_27.png
3.4411483,10.074183,"['sand', 'pond', 'highway', 'wetland', 'river', 'railroad', 'forest', 'cemetery', 'garden', 'tennis', 'residential', 'parkinglot', 'golf', 'swimming', 'religious', 'bridge']",assets/03055_43.154229_-73.060267_28_6_24.png
-12.598016,9.823862,"['parkinglot', 'residential', 'highway', 'religious', 'supermarket', 'school', 'baseball', 'tennis', 'park', 'soccer']",assets/01322_36.158201_-94.175834_8_0_12_19_37_27_29.png
-21.69592,6.626491,"['tennis', 'railroad', 'highway', 'religious', 'parkinglot', 'baseball', 'park', 'bridge', 'school', 'residential', 'amfootball']",assets/00090_33.437183_-94.027112_0_10.png
26.88386,-2.3081613,"['pond', 'highway', 'parkinglot', 'forest', 'residential', 'river']",assets/01012_42.871839_-72.694703_14_24_38_19.png
11.40436,-6.8707013,"['residential', 'forest', 'wetland', 'highway', 'parkinglot', 'park', 'pond', 'cemetery', 'railroad', 'baseball', 'amfootball', 'soccer', 'tennis', 'river', 'school', 'commercialarea', 'bridge', 'garage', 'religious', 'supermarket', 'naturereserve']",assets/01285_44.266402_-72.587888_19_24_37.png
-24.687168,-8.910523,"['tennis', 'highway', 'railroad', 'residential', 'supermarket', 'religious', 'parkinglot', 'airport', 'school', 'office', 'park', 'skate']",assets/00119_36.175187_-94.122828_0_15_10_19.png
1.7459844,-5.24762,"['sand', 'bridge', 'swimming', 'park', 'residential', 'garden', 'river', 'school', 'baseball', 'supermarket', 'parkinglot', 'religious', 'pond', 'golf', 'dam']",assets/03176_43.624181_-72.989935_28_6_38.png
0.8380755,7.35285,"['parkinglot', 'highway', 'forest', 'residential', 'pond', 'cemetery', 'dam', 'garden', 'tennis', 'sand', 'golf', 'soccer', 'school', 'amfootball', 'religious', 'swimming', 'wetland', 'commercialarea', 'beach', 'supermarket', 'roundabout', 'river']",assets/00627_43.165867_-73.069161_8_19_24_34_3_14_37.png
11.003081,2.2379422,"['forest', 'residential', 'wetland', 'farmland', 'highway', 'railroad', 'naturereserve', 'park', 'swimming', 'garden', 'baseball', 'river', 'parkinglot']",assets/02355_44.501695_-73.216159_24_22.png
24.847929,-3.5343482,"['farmland', 'highway', 'pond', 'residential', 'forest', 'bridge', 'parkinglot', 'airport', 'wetland', 'river', 'naturereserve', 'swimming', 'dam', 'baseball', 'park', 'religious']",assets/01960_43.885165_-72.25389_22_15.png
-14.165183,8.180715,"['swimming', 'residential', 'school', 'highway', 'office', 'commercialarea', 'religious', 'bridge', 'sand', 'pond', 'park', 'tennis', 'parkinglot', 'golf', 'supermarket', 'roundabout']",assets/00459_36.118871_-94.129681_3_37_0_28_8_6.png
23.103106,9.84191,"['swimming', 'highway', 'forest', 'pond', 'residential', 'parkinglot', 'religious', 'cemetery', 'sand']",assets/00510_34.1139_-93.122576_3_19_24.png
19.53803,-2.306836,"['parkinglot', 'forest', 'highway', 'railroad', 'residential', 'bridge', 'school', 'tennis', 'baseball', 'park', 'soccer', 'river', 'dam', 'religious', 'cemetery']",assets/00454_44.995555_-71.540722_8_19_37_10_0_12_29_27.png
-14.28804,-5.466393,"['parkinglot', 'warehouse', 'highway', 'residential', 'religious', 'sand', 'commercialarea', 'baseball', 'school', 'swimming', 'park', 'amfootball', 'soccer', 'forest', 'farmland', 'railroad']",assets/01406_36.193579_-90.395324_8_12_10.png
-3.8324254,-8.725059,"['parkinglot', 'school', 'swimming', 'sand', 'railroad', 'tennis', 'golf', 'highway', 'residential', 'park', 'soccer', 'forest', 'river']",assets/01103_34.783658_-92.333979_8_37_27_24.png
12.216635,10.018554,"['park', 'highway', 'railroad', 'parkinglot', 'pond', 'baseball', 'bridge', 'residential']",assets/02980_42.928174_-73.247539_27_8.png
28.279528,3.0844963,"['pond', 'forest']",assets/01109_44.155468_-72.629955_14_24.png
19.317331,0.8165376,"['forest', 'farmland', 'highway', 'wetland', 'residential', 'pond', 'parkinglot', 'religious', 'warehouse', 'bridge', 'supermarket', 'railroad', 'river']",assets/02511_43.800947_-72.194137_24_37_22_36.png
26.47927,-5.983856,"['parkinglot', 'forest', 'naturereserve', 'park', 'beach', 'lake', 'school', 'highway', 'residential']",assets/00666_44.542258_-72.528162_8_24_26_16_25.png
4.1627116,9.290945,"['sand', 'pond', 'highway', 'wetland', 'river', 'railroad', 'forest', 'cemetery', 'residential', 'garden', 'tennis', 'parkinglot', 'golf', 'swimming', 'school', 'religious', 'bridge']",assets/03042_43.15461_-73.062208_28_6.png
-17.061172,4.194449,"['parkinglot', 'highway', 'forest', 'river', 'park', 'roundabout', 'residential', 'swimming', 'soccer', 'bridge', 'supermarket', 'tennis', 'school', 'amfootball', 'garage', 'religious', 'skate', 'cemetery', 'office', 'commercialarea']",assets/01027_34.745359_-92.360527_8_37_17_27.png
6.890456,-0.60260534,"['forest', 'parkinglot', 'park', 'highway', 'baseball', 'residential', 'commercialarea', 'cemetery', 'swimming', 'school', 'railroad', 'soccer', 'supermarket', 'golf', 'river', 'pond']",assets/02836_44.915269_-72.802952_24_6.png
20.390972,9.905924,"['forest', 'dam', 'farmland', 'bridge', 'residential', 'railroad', 'highway', 'wetland', 'river', 'parkinglot']",assets/02749_44.989204_-71.811436_24_36_37_22_17.png
21.754644,1.1483594,"['baseball', 'river', 'cemetery', 'highway', 'forest', 'wetland', 'school', 'dam', 'tennis', 'residential', 'railroad']",assets/00973_44.901637_-72.970891_12_37_10_0.png
-15.3920355,-4.749425,"['school', 'parkinglot', 'farmland', 'park', 'highway', 'railroad']",assets/01773_34.60087_-91.19665_10_22_37.png
18.901714,13.129172,"['swimming', 'residential', 'highway', 'tennis', 'bridge', 'pond', 'railroad']",assets/00366_36.103001_-94.245238_3_19.png
-13.834626,7.8818717,"['tennis', 'residential', 'school', 'highway', 'commercialarea', 'religious', 'bridge', 'sand', 'pond', 'park', 'swimming', 'parkinglot', 'golf', 'supermarket', 'roundabout']",assets/00116_36.119389_-94.129133_0_37_28_3_8_6.png
-22.473337,4.554131,"['school', 'highway', 'parkinglot', 'baseball', 'forest', 'bridge', 'residential', 'pond', 'tennis', 'garage', 'swimming', 'supermarket', 'office', 'commercialarea', 'amfootball', 'religious', 'park', 'roundabout']",assets/01704_34.760798_-92.338717_10_37_8_2.png
-14.227105,-3.5993507,"['parkinglot', 'railroad', 'highway', 'amfootball', 'park', 'river', 'swimming', 'religious', 'baseball', 'pond', 'tennis', 'soccer']",assets/01035_36.071926_-90.945703_8_27_12_14_3.png
-18.857456,-10.413096,"['parkinglot', 'garden', 'forest', 'highway', 'baseball', 'tennis', 'amfootball', 'religious', 'sand', 'park', 'pond', 'railroad', 'swimming', 'residential', 'wetland', 'airport']",assets/00971_34.899169_-92.138166_8_24_37_15.png
5.336305,-12.186806,"['forest', 'beach', 'wetland', 'parkinglot', 'highway', 'railroad', 'lake', 'river']",assets/02577_44.805978_-71.852986_24_36_37.png
-17.071077,5.21384,"['school', 'residential', 'highway', 'commercialarea', 'supermarket', 'railroad', 'office', 'religious', 'park', 'tennis', 'pond', 'sand', 'swimming', 'golf', 'parkinglot', 'bridge', 'garage']",assets/01732_36.096738_-94.155466_10_8_37_17.png
-3.9841797,8.092773,"['forest', 'baseball', 'farmland', 'parkinglot', 'park', 'residential', 'naturereserve', 'highway', 'swimming', 'tennis', 'religious', 'pond', 'bridge', 'school', 'sand', 'soccer', 'supermarket']",assets/02020_44.450451_-73.191594_24_37.png
-16.750933,4.279383,"['parkinglot', 'park', 'highway', 'forest', 'river', 'roundabout', 'residential', 'swimming', 'soccer', 'bridge', 'supermarket', 'tennis', 'school', 'amfootball', 'garage', 'religious', 'skate', 'cemetery', 'office', 'commercialarea']",assets/01028_34.744897_-92.360757_8_27_37_38_17.png
-10.10887,1.8739618,"['baseball', 'railroad', 'pond', 'park', 'bridge', 'parkinglot', 'soccer', 'highway', 'wetland', 'residential', 'amfootball', 'skate', 'religious', 'supermarket', 'river']",assets/02270_34.856844_-92.128519_12_8_29_27.png
5.4735084,9.468599,"['sand', 'pond', 'highway', 'wetland', 'river', 'railroad', 'forest', 'cemetery', 'residential', 'garden', 'tennis', 'parkinglot', 'golf', 'swimming', 'school', 'amfootball', 'religious', 'bridge']",assets/03020_43.155039_-73.064111_28_6_24.png
-1.6522436,-2.9304996,"['residential', 'railroad', 'highway', 'forest', 'cemetery', 'religious', 'parkinglot', 'garden', 'river', 'swimming', 'park', 'baseball', 'skate', 'tennis', 'commercialarea', 'bridge', 'dam', 'supermarket', 'office', 'naturereserve', 'wetland', 'pond', 'school']",assets/01324_44.496756_-73.190683_19_34.png
24.432184,9.808616,"['golf', 'sand', 'highway', 'forest', 'parkinglot', 'tennis']",assets/00643_33.582439_-92.873276_6_28.png
19.273369,-1.9899014,"['park', 'forest', 'highway', 'railroad', 'parkinglot', 'residential', 'bridge', 'school', 'tennis', 'baseball', 'soccer', 'river', 'dam', 'religious', 'cemetery', 'pond']",assets/02949_44.99639_-71.541534_27_19_8_0_12_29_38_37.png
-11.603434,1.6328909,"['cemetery', 'railroad', 'highway', 'forest', 'religious', 'residential', 'amfootball', 'parkinglot', 'park', 'school', 'baseball', 'tennis', 'swimming']",assets/00579_35.255249_-93.122399_4_37.png
20.602213,-18.812231,"['parkinglot', 'forest', 'highway', 'residential', 'cemetery', 'swimming', 'pond', 'school', 'river', 'bridge', 'tennis', 'park']",assets/00424_43.10536_-72.887189_8_24_37_10.png
-22.13076,4.5621758,"['parkinglot', 'highway', 'religious', 'bridge', 'residential', 'school', 'forest', 'baseball', 'park', 'tennis', 'pond', 'commercialarea', 'garage', 'swimming', 'supermarket', 'office', 'amfootball', 'roundabout']",assets/01391_34.760002_-92.346717_8_10_19_37.png
13.737328,-0.6694928,"['residential', 'farmland', 'highway', 'pond', 'soccer', 'school', 'swimming', 'bridge', 'parkinglot', 'forest', 'warehouse', 'cemetery', 'office', 'baseball', 'park', 'garden', 'railroad']",assets/01550_43.683441_-72.317984_19_37_8_20_24.png
17.402456,1.2800405,"['forest', 'railroad', 'highway', 'residential', 'naturereserve', 'farmland', 'tennis', 'sand', 'wetland', 'bridge', 'pond', 'river']",assets/02543_43.871889_-72.18211_24_39_22.png
22.000065,-17.353428,"['forest', 'supermarket', 'tennis', 'residential', 'railroad', 'bridge', 'swimming', 'parkinglot', 'highway']",assets/02133_43.416567_-72.728044_24_19.png
20.515455,-3.9948075,"['park', 'forest', 'wetland', 'railroad', 'river', 'parkinglot', 'school', 'highway', 'residential', 'cemetery', 'swimming', 'bridge']",assets/02962_44.632557_-72.691111_27_36_24_38.png
-26.462582,3.3509567,"['supermarket', 'residential', 'highway', 'railroad', 'soccer', 'roundabout', 'university', 'school', 'baseball', 'religious', 'cemetery', 'commercialarea', 'naturereserve', 'parkinglot', 'skate', 'tennis', 'park', 'pond', 'garage', 'bridge']",assets/01645_36.058582_-94.164078_9_37_19.png
26.643011,-7.204293,"['residential', 'forest', 'naturereserve']",assets/01515_44.685132_-73.292803_19_26.png
-12.929495,-2.900694,"['baseball', 'highway', 'supermarket', 'parkinglot', 'religious', 'railroad', 'park', 'school', 'river', 'amfootball', 'bridge']",assets/01941_35.473337_-94.223119_12_10.png
-4.062746,9.924009,"['parkinglot', 'forest', 'tennis', 'swimming', 'railroad', 'residential', 'park', 'sand', 'golf', 'highway', 'bridge', 'supermarket']",assets/00656_44.502612_-73.083224_8_27_6_28_36.png
20.949173,-18.032534,"['forest', 'residential', 'pond', 'sand', 'garage', 'parkinglot', 'swimming', 'highway', 'tennis', 'river', 'bridge', 'park', 'dam']",assets/02679_43.111886_-72.902534_24_19_8_37.png
11.052604,2.121335,"['farmland', 'school', 'residential', 'wetland', 'forest', 'highway', 'naturereserve', 'religious', 'cemetery', 'park', 'railroad', 'swimming', 'garden', 'baseball', 'river']",assets/01865_44.501873_-73.21884_22_24_39_26.png
2.8815691,6.150249,"['forest', 'highway', 'pond', 'residential', 'swimming', 'cemetery', 'dam', 'garden', 'tennis', 'parkinglot', 'sand', 'golf', 'soccer', 'school', 'amfootball', 'religious', 'wetland', 'commercialarea', 'beach']",assets/02520_43.162475_-73.077188_24_34_10_8_2.png
-5.639379,5.414988,"['tennis', 'parkinglot', 'highway', 'residential', 'commercialarea', 'pond', 'supermarket', 'cemetery', 'swimming', 'forest', 'park', 'baseball', 'school', 'farmland', 'naturereserve', 'religious']",assets/00084_44.436023_-73.199371_0_27.png
29.542734,-1.1844189,"['pond', 'highway', 'forest']",assets/01136_43.219175_-72.617266_14_24.png
21.550024,-11.009399,"['sand', 'residential', 'swimming', 'parkinglot', 'highway', 'tennis', 'river', 'golf', 'park', 'baseball', 'bridge']",assets/03337_43.608812_-72.514941_28_37_38_6.png
5.554438,-15.503349,"['residential', 'river', 'railroad', 'parkinglot', 'forest', 'pond', 'tennis', 'beach', 'park', 'garden', 'highway', 'swimming', 'supermarket', 'commercialarea', 'religious', 'school']",assets/01387_44.448702_-73.225875_19_24.png
-9.2072115,14.809519,"['tennis', 'residential', 'pond', 'highway', 'roundabout', 'school', 'soccer', 'baseball', 'parkinglot', 'amfootball', 'park', 'religious']",assets/00097_36.151175_-94.082808_0_8_12_2_27_37.png
-16.676641,3.8778634,"['skate', 'highway', 'parkinglot', 'forest', 'lake', 'river', 'park', 'roundabout', 'school', 'residential', 'swimming', 'soccer', 'bridge', 'supermarket', 'tennis', 'amfootball', 'garage', 'religious', 'cemetery', 'office', 'commercialarea']",assets/00278_34.743184_-92.360341_1_27_24_38_8.png
23.489569,-0.4860452,"['school', 'river', 'pond', 'parkinglot', 'cemetery', 'forest', 'beach', 'garden', 'highway', 'railroad']",assets/00884_44.298051_-72.394555_10_24.png
7.247729,-2.6052473,"['residential', 'highway', 'forest', 'railroad', 'swimming', 'tennis', 'parkinglot', 'baseball', 'school', 'wetland', 'pond', 'garden', 'bridge', 'religious', 'park', 'supermarket', 'cemetery', 'commercialarea', 'river']",assets/01602_44.3807_-73.231079_19_36_37_10_24_27.png
-9.460933,13.253266,"['parkinglot', 'railroad', 'residential', 'tennis', 'forest', 'highway', 'pond', 'park', 'religious', 'school']",assets/01527_36.21488_-94.213326_8_0_37_14_27.png
-20.609299,9.011262,"['school', 'parkinglot', 'baseball', 'forest', 'park', 'highway', 'commercialarea', 'university', 'bridge', 'residential', 'amfootball', 'tennis', 'soccer', 'wetland', 'religious', 'railroad', 'cemetery', 'garden', 'supermarket', 'swimming']",assets/01847_35.244777_-91.718373_10_37_2_8_24.png
-5.75059,3.6428475,"['baseball', 'forest', 'highway', 'supermarket', 'parkinglot', 'pond', 'sand', 'amfootball', 'school', 'river', 'tennis']",assets/01969_35.256602_-91.688483_12_10_0.png
11.964364,-5.9803305,"['residential', 'forest', 'railroad', 'school', 'highway', 'commercialarea', 'bridge', 'river', 'garage', 'religious', 'parkinglot', 'supermarket', 'park', 'roundabout', 'naturereserve', 'tennis', 'soccer', 'office', 'swimming', 'cemetery', 'pond']",assets/01306_44.264396_-72.57338_19_37_18_38_26.png
-23.00228,-10.09413,"['bridge', 'highway', 'forest', 'residential', 'supermarket', 'park', 'swimming', 'cemetery', 'religious', 'parkinglot', 'garage', 'wetland', 'commercialarea', 'garden', 'school', 'airport', 'river']",assets/01206_44.470166_-73.155698_17_37_5_8_15.png
1.6439738,-5.9504857,"['sand', 'bridge', 'park', 'residential', 'river', 'swimming', 'baseball', 'parkinglot', 'school', 'pond', 'golf', 'dam']",assets/03211_43.626003_-72.991531_28_27_6.png
-16.143883,-3.9176223,"['parkinglot', 'residential', 'swimming', 'pond', 'baseball', 'highway', 'amfootball', 'religious', 'supermarket', 'school', 'commercialarea', 'tennis', 'park', 'railroad']",assets/01469_35.296755_-94.033811_8_19_18_37.png
-13.919044,0.5961527,"['baseball', 'highway', 'supermarket', 'commercialarea', 'religious', 'forest', 'swimming', 'school', 'tennis', 'amfootball', 'park', 'residential']",assets/02025_33.270626_-93.219062_12_27.png
19.218828,2.8055549,"['forest', 'residential', 'highway', 'railroad', 'farmland', 'river']",assets/02611_44.913294_-71.505221_24_22.png
-10.112724,-3.5132222,"['baseball', 'railroad', 'highway', 'dam', 'park', 'parkinglot']",assets/02322_34.458632_-92.179178_12_27_8.png
0.17351359,-2.9865515,"['forest', 'highway', 'park', 'residential', 'parkinglot', 'school', 'tennis', 'farmland', 'railroad', 'swimming', 'wetland', 'garden', 'baseball', 'religious', 'cemetery', 'river', 'skate', 'naturereserve']",assets/02364_44.496843_-73.204485_24_22_19.png
2.4589295,8.10107,"['sand', 'pond', 'wetland', 'river', 'highway', 'forest', 'residential', 'cemetery', 'dam', 'garden', 'tennis', 'parkinglot', 'golf', 'railroad', 'soccer', 'school', 'amfootball', 'religious', 'swimming', 'commercialarea']",assets/03151_43.157177_-73.06818_28_34_8_6.png
15.246404,0.52506524,"['swimming', 'pond', 'highway', 'parkinglot', 'railroad', 'bridge', 'forest', 'baseball', 'river']",assets/00179_43.260615_-72.44197_3_8_24.png
21.881845,9.079768,"['forest', 'river', 'wetland', 'railroad', 'cemetery', 'residential', 'pond']",assets/02091_45.0145_-72.392583_24_36.png
